"","DatasetID","ObservationID","LastName","FirstName","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr","X","%nitrogen","%carbon","lat","long"
"206",193,1401448,"Laughlin","Daniel","Plant Traits for Pinus and Juniperus Forests in Arizona","Schizachyrium scoparium",48859,"Schizachyrium scoparium",10269626,NA,"",60,"Longitude","Long","-111.62","","",NA,"","",-111.62,"",NA,NA,NA,"Laughlin, D. C., J. J. Leppert, M. M. Moore, and C. H. Sieg. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species from a pine forest flora. Functional Ecology 24:493-501.","longitude (decimal deg)","",NA,7.74,449.38,35.2,-111.62
"207",193,1401449,"Laughlin","Daniel","Plant Traits for Pinus and Juniperus Forests in Arizona","Schizachyrium scoparium",48859,"Schizachyrium scoparium",10269629,13,"Leaf carbon (C) content per leaf dry mass",14,"Leaf carbon content per dry mass","LeafC","44.517","%","Single",NA,"","",445.17,"mg/g",NA,NA,1.16251,"Laughlin, D. C., J. J. Leppert, M. M. Moore, and C. H. Sieg. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species from a pine forest flora. Functional Ecology 24:493-501.","%","",NA,7.21,445.17,35.2,-111.62
"208",193,1401449,"Laughlin","Daniel","Plant Traits for Pinus and Juniperus Forests in Arizona","Schizachyrium scoparium",48859,"Schizachyrium scoparium",10269630,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","LeafN","0.721","%","Single",NA,"","",7.21,"mg/g",NA,NA,3.07693,"Laughlin, D. C., J. J. Leppert, M. M. Moore, and C. H. Sieg. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species from a pine forest flora. Functional Ecology 24:493-501.","%","",NA,7.21,445.17,35.2,-111.62
"209",193,1401449,"Laughlin","Daniel","Plant Traits for Pinus and Juniperus Forests in Arizona","Schizachyrium scoparium",48859,"Schizachyrium scoparium",10269632,NA,"",59,"Latitude","Lat","35.2","","",NA,"","",35.2,"",NA,NA,NA,"Laughlin, D. C., J. J. Leppert, M. M. Moore, and C. H. Sieg. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species from a pine forest flora. Functional Ecology 24:493-501.","latitude (decimal deg)","",NA,7.21,445.17,35.2,-111.62
"210",193,1401449,"Laughlin","Daniel","Plant Traits for Pinus and Juniperus Forests in Arizona","Schizachyrium scoparium",48859,"Schizachyrium scoparium",10269633,NA,"",60,"Longitude","Long","-111.62","","",NA,"","",-111.62,"",NA,NA,NA,"Laughlin, D. C., J. J. Leppert, M. M. Moore, and C. H. Sieg. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species from a pine forest flora. Functional Ecology 24:493-501.","longitude (decimal deg)","",NA,7.21,445.17,35.2,-111.62
"211",20,1288479,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Quercus minima",45432,"Quercus minima",8556910,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","Nmass","0.89","%","Single",NA,"","",8.9,"mg/g",NA,NA,2.97987,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","%","",NA,8.9,NA,29.63,-82.36
"212",20,1288479,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Quercus minima",45432,"Quercus minima",8556917,NA,"",59,"Latitude","latitude","-29.63","","Single",NA,"","",29.63,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,8.9,NA,29.63,-82.36
"213",20,1288479,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Quercus minima",45432,"Quercus minima",8556918,NA,"",60,"Longitude","longitude","-82.36","","Single",NA,"","",-82.36,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,8.9,NA,29.63,-82.36
"214",20,1288616,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Lyonia lucida",34627,"Lyonia lucida",8572420,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","Nmass","0.7","%","Single",NA,"","",7,"mg/g",NA,NA,2.47268,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","%","",NA,7,NA,30.73,-82.13
"215",20,1288616,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Lyonia lucida",34627,"Lyonia lucida",8572429,NA,"",59,"Latitude","latitude","-30.73","","Single",NA,"","",30.73,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,7,NA,30.73,-82.13
"216",20,1288616,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Lyonia lucida",34627,"Lyonia lucida",8572430,NA,"",60,"Longitude","longitude","-82.13","","Single",NA,"","",-82.13,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,7,NA,30.73,-82.13
"217",20,1289208,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Schizachyrium scoparium",48859,"Schizachyrium scoparium",8637996,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","Nmass","1.50329987","%","Single",NA,"","",15.0329987,"mg/g",NA,NA,1.37054,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","%","",NA,15.0329987,NA,45.41,-93.21
"218",20,1289208,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Schizachyrium scoparium",48859,"Schizachyrium scoparium",8638011,NA,"",59,"Latitude","latitude","-45.41","","Single",NA,"","",45.41,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,15.0329987,NA,45.41,-93.21
"219",20,1289208,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Schizachyrium scoparium",48859,"Schizachyrium scoparium",8638012,NA,"",60,"Longitude","longitude","-93.21","","Single",NA,"","",-93.21,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,15.0329987,NA,45.41,-93.21
"220",20,1289210,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Sorghastrum nutans",51135,"Sorghastrum nutans",8638238,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","Nmass","1.96622462","%","Single",NA,"","",19.6622462,"mg/g",NA,NA,3.16504,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","%","",NA,19.6622462,NA,45.41,-93.21
"221",20,1289210,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Sorghastrum nutans",51135,"Sorghastrum nutans",8638253,NA,"",59,"Latitude","latitude","-45.41","","Single",NA,"","",45.41,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,19.6622462,NA,45.41,-93.21
"222",20,1289210,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Sorghastrum nutans",51135,"Sorghastrum nutans",8638254,NA,"",60,"Longitude","longitude","-93.21","","Single",NA,"","",-93.21,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,19.6622462,NA,45.41,-93.21
"223",20,1289417,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Ambrosia trifida",3170,"Ambrosia trifida",8661583,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","Nmass","4.41","%","Single",NA,"","",44.1,"mg/g",NA,NA,2.54504,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","%","",NA,44.1,NA,40.1,-88.23
"224",20,1289417,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Ambrosia trifida",3170,"Ambrosia trifida",8661587,NA,"",59,"Latitude","latitude","-40.1","","Single",NA,"","",40.1,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,44.1,NA,40.1,-88.23
"225",20,1289417,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Ambrosia trifida",3170,"Ambrosia trifida",8661588,NA,"",60,"Longitude","longitude","-88.23","","Single",NA,"","",-88.23,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,44.1,NA,40.1,-88.23
"226",20,1289434,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Prosopis glandulosa",44133,"Prosopis glandulosa",8663506,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","Nmass","2.8","%","Single",NA,"","",28,"mg/g",NA,NA,0.918423,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","%","",NA,28,NA,27.73,-98
"227",20,1289434,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Prosopis glandulosa",44133,"Prosopis glandulosa",8663508,NA,"",59,"Latitude","latitude","-27.73","","Single",NA,"","",27.73,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,28,NA,27.73,-98
"228",20,1289434,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Prosopis glandulosa",44133,"Prosopis glandulosa",8663509,NA,"",60,"Longitude","longitude","-98","","Single",NA,"","",-98,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,28,NA,27.73,-98
"229",20,1289884,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Prosopis glandulosa",44133,"Prosopis glandulosa",8712942,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","Nmass","2.49","%","Single",NA,"","",24.9,"mg/g",NA,NA,0.816949,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","%","",NA,24.9,NA,34,-107
"230",20,1289884,"Wright","Ian","GLOPNET - Global Plant Trait Network Database","Prosopis glandulosa",44133,"Prosopis glandulosa",8712960,NA,"",59,"Latitude","latitude","-34","","Single",NA,"","",34,"",NA,NA,NA,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.","** of grid cell in climate dataset if not of site itself","",NA,24.9,NA,34,-107
