LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr,X
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770550,3512377,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.502,%,Single,NA,,,15.02,mg/g,NA,32395533,1.55767,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770554,3512444,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,45.462,%,Single,NA,,,454.62,mg/g,NA,32347813,0.412711,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770554,3512445,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.876,%,Single,NA,,,18.76,mg/g,NA,32395852,2.88469,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770590,3513053,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.8616,%,Single,NA,,,448.616,mg/g,NA,32340598,0.169324,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770590,3513054,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.8953,%,Single,NA,,,18.953,mg/g,NA,32398815,2.94578,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770706,3515027,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.554,%,Single,NA,,,445.54,mg/g,NA,32369367,0.220503,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770706,3515028,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.352,%,Single,NA,,,13.52,mg/g,NA,32408240,1.11472,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770707,3515045,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,43.773,%,Single,NA,,,437.73,mg/g,NA,32408313,0.403325,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770707,3515046,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.327,%,Single,NA,,,13.27,mg/g,NA,32408314,1.17297,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770712,3515130,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.893,%,Single,NA,,,448.93,mg/g,NA,32340598,0.169324,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770712,3515131,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.47,%,Single,NA,,,14.7,mg/g,NA,32408718,1.42915,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770716,3515202,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.899,%,Single,NA,,,448.99,mg/g,NA,32340598,0.169324,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770716,3515203,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.361,%,Single,NA,,,13.61,mg/g,NA,32409039,1.09401,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770726,3515382,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.627,%,Single,NA,,,446.27,mg/g,NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770726,3515383,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.388,%,Single,NA,,,13.88,mg/g,NA,32409845,1.08657,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770736,3515559,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,43.931,%,Single,NA,,,439.31,mg/g,NA,32410637,0.347156,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770736,3515560,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.539,%,Single,NA,,,15.39,mg/g,NA,32410638,1.70291,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770744,3515703,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,45.579,%,Single,NA,,,455.79,mg/g,NA,32349174,0.443797,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770744,3515704,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.28,%,Single,NA,,,12.8,mg/g,NA,32369368,1.28503,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770752,3515847,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.66,%,Single,NA,,,446.6,mg/g,NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770752,3515848,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.392,%,Single,NA,,,13.92,mg/g,NA,32411904,1.10375,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770760,3515991,13,Leaf carbon (C) content per leaf dry mass,14,Leaf carbon content per dry mass,% Carbon,44.654,%,Single,NA,,,446.54,mg/g,NA,32341079,0.200766,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Reich,Peter,70,"Cedar Creek Savanna SLA, C, N Database",Sorghastrum nutans,51135,Sorghastrum nutans,770760,3515992,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),% Nitrogen,1.413,%,Single,NA,,,14.13,mg/g,NA,32412547,1.19312,"Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,,NA
Cornwell,Will,89,ArtDeco Database,Sorghum halepense,51149,Sorghum halepense,968078,6148827,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),green N,2.22,%,Single,NA,,,22.2,mg/g,NA,NA,1.41723,"Cornwell, W. K., J. H. C. Cornelissen, K. Amatangelo, E. Dorrepaal, V. T. Eviner, O. Godoy, S. E. Hobbie, B. Hoorens, H. Kurokawa, N. P rez-Harguindeguy, H. M. Quested, L. S. Santiago, D. A. Wardle, I. J. Wright, R. Aerts, S. D. Allison, P. van Bodegom, V. Brovkin, A. Chatain, T. V. Callaghan, S. D az, E. Garnier, D. E. Gurvich, E. Kazakou, J. A. Klein, J. Read, P. B. Reich, N. A. Soudzilovskaia, M. V. Vaieretti, and M. Westoby. 2008. Plant species traits are the predominant control on litter decomposition rates within biomes worldwide. Ecology Letters 11:1065-1071.",,,NA
Reich,Peter,94,"Global A, N, P, SLA Database",Lyonia lucida,34627,Lyonia lucida,949764,5859927,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),N_(%),0.7,%,Single,NA,,,7,mg/g,NA,8572420,2.47268,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",,,NA
Reich,Peter,96,Global Respiration Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,1312210,9180853,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,15,mg/g,Single,NA,,,15,mg/g,NA,NA,1.35742,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Sorghastrum nutans,51135,Sorghastrum nutans,1312212,9180933,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,19.7,mg/g,Single,NA,,,19.7,mg/g,NA,8638238,3.16504,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Prosopis glandulosa,44133,Prosopis glandulosa,1312275,9183573,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,24.9,mg/g,Single,NA,,,24.9,mg/g,NA,8712942,0.816949,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Lyonia lucida,34627,Lyonia lucida,1312277,9183656,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,9.2,mg/g,Single,NA,,,9.2,mg/g,NA,8713191,1.58686,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Pterocaulon pycnostachyum,44869,Pterocaulon pycnostachyum,1312281,9183826,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,19.7,mg/g,Single,NA,,,19.7,mg/g,NA,8713701,0.613849,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,1312340,9186266,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,10.4,mg/g,Single,NA,,,10.4,mg/g,NA,8750004,1.93357,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Sorghastrum nutans,51135,Sorghastrum nutans,1312343,9186386,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,13.9,mg/g,Single,NA,,,13.9,mg/g,NA,8750358,1.09517,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Bouteloua gracilis,7911,Bouteloua gracilis,1312472,9191725,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,34.83764,mg/g,Single,NA,,,34.83764,mg/g,NA,32682569,3.28014,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Schizachyrium scoparium,48859,Schizachyrium scoparium,1312487,9191965,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,22.70756,mg/g,Single,NA,,,22.70756,mg/g,NA,32683739,3.83216,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Sorghastrum nutans,51135,Sorghastrum nutans,1312489,9191997,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,24.39706,mg/g,Single,NA,,,24.39706,mg/g,NA,32683894,4.45278,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
Reich,Peter,96,Global Respiration Database,Bouteloua gracilis,7911,Bouteloua gracilis,1312504,9192237,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf_nmass,37.8298,mg/g,Single,NA,,,37.8298,mg/g,NA,32685074,3.77192,"Reich, P. B., M. G. Tjoelker, K. S. Pregitzer, I. J. Wright, J. Oleksyn, and J. L. Machado. 2008. Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11:793-801.",,,NA
