,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
183,183,1687532978,4274,2023-06-23 11:09:37,11:09:37,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.001616928,1.616927508,28.07286814,1366.241055,627.2727264,64.00097129,139.3983045,0.064797564,3.770081459,0.064185156,0.040170263,615.3405742,32.71680151,31.40718571,4.61718286,49.49751038,2.131879181,4.307043251,2.48530368,-71.30650312,-247.4985518,-14.71265578,281.8228635,66.60593027,1.4782638,28.07286814,1457.519709,1420.651697,3.504188629,65.23340909,1.616927508,19.99408755,20.9565897,0.006553004,101.6448244,0,0,1,0,53271,3497.666071,2869.135313,0.820299953,0.175928908,3.21,0.5,0: Broadleaf,2,TRUE,1687532970,1366.241071,1410.3,20.89452143,19.96527857,1361.6725,20.71545357,499.9852857,101.9254286,0.1051055,30.18949643,31.40718571,999.9,0,0,9996.112143,0,1497.671071,-44.0571,1395.398929,1439.030357,0.92924125,1410.3,19.96527857,2.1296825,2.034969286,18.44292857,17.71905714,1999.995,0.980002643,0.019997261,0,1.941967857,0,6667.122143,17338.20357,48.66928571,50.455,48.77435714,48.7005,47.4865,1960.001071,39.99357143,0,1687532977,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-44.09223,0.309849906,0.282067127,0,0.944102575,-0.167352822,0.03258829,0,0,2,0/2,3.11796,2.76147,0.209499,0.215295,0.106089,0.103241,22757.6,22509.7,29388.7,29017.9,36394.1,34310.2,45078.9,43159.6,1.6912,1.65845,-0.0538304,0,32.3116,999.9,54.5,44.1,49.1922,65.5457,18.9022,1,1.34765,9.28105,19.9846,5.22613,11.992,4.96855,3.28918,9999,9999,9999,999.9,4.97264,1.8782,1.87638,1.87915,1.87567,1.87911,1.87637,1.87759,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.61,0.1802,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.1,50.2,2.93701,2.60498,1.39893,2.27661,1.44897,2.42065,50.4451,13.1514,18,507.615,399.614,23.9228,42.6413,30.0018,41.8848,41.874,58.9463,57.6985,0,18.9903,1456.56,20.0516,97.3155,99.2367,,
184,184,1687532983,4279,2023-06-23 11:09:42,11:09:42,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.001587393,1.58739295,28.11136313,1384.024427,630.49343,64.32946945,141.2125058,0.063590845,3.769548452,0.063000839,0.039428078,614.8023541,32.74264776,31.42590741,4.622099095,49.54109698,2.136449157,4.312478502,2.485649939,-70.0040291,-246.7996155,-14.67613098,283.3225785,66.2455452,1.503254868,28.11136313,1473.935784,1437.680303,3.383621712,65.23340909,1.58739295,20.00786604,20.98027455,0.003081188,101.6448244,0,0,1,0,53249,3494.607778,2866.626502,0.820299926,0.175928858,3.21,0.5,0: Broadleaf,2,TRUE,1687532975,1384.024444,1427.88963,20.93934815,19.99447037,1379.427407,20.75947037,500.0018519,101.9251111,0.105245407,30.21148519,31.42590741,999.9,0,0,9994.071852,0,1494.615556,-43.86444815,1413.625926,1457.021481,0.944876926,1427.88963,19.99447037,2.134247778,2.03794,18.47710741,17.74224074,1999.992222,0.980003111,0.019996793,0,1.95802963,0,6664.636667,17338.18148,48.708,50.47666667,48.79592593,48.722,47.51377778,1960.001852,39.99,0,1687532982,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-43.93273415,1.640910105,0.372283697,0,0.937819,0.158615686,0.023479834,0,0,2,0/2,3.11791,2.76229,0.211007,0.216809,0.106167,0.103286,22713.1,22464.5,29387.8,29016.2,36390.2,34306.5,45077.7,43156.8,1.69053,1.65858,-0.0546128,0,32.3346,999.9,54.5,44.1,49.1935,65.5857,18.6498,1,1.34951,9.28105,19.9851,5.22807,11.992,4.96915,3.28965,9999,9999,9999,999.9,4.97264,1.8782,1.87638,1.87915,1.87565,1.8791,1.87637,1.87759,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.64,0.1807,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.2,50.3,2.97119,2.60376,1.39893,2.27661,1.44897,2.46216,50.4775,13.1601,18,507.307,399.787,23.9426,42.6633,30.0018,41.9046,41.8918,59.4702,57.6985,0,19.0085,1469.94,20.0799,97.3127,99.2305,,
185,185,1687532988,4284,2023-06-23 11:09:47,11:09:47,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.001575736,1.575735982,28.35072825,1399.864983,634.2461655,64.71258916,142.8292238,0.063095025,3.76910465,0.062514071,0.039123045,614.2759126,32.76102538,31.44019286,4.625853458,49.55595087,2.139318794,4.316976582,2.486534664,-69.48995682,-245.9793693,-14.63142126,284.1751653,66.20532494,1.528926625,28.35072825,1491.522504,1454.822242,3.438372947,65.23340909,1.575735982,20.01808502,20.99979152,0.001055586,101.6448244,0,0,1,0,53357,3491.615357,2864.171826,0.820299928,0.175928861,3.21,0.5,0: Broadleaf,2,TRUE,1687532980,1399.865,1443.742857,20.9674,20.00641071,1395.242857,20.78701071,500.0003214,101.9253929,0.105321214,30.22966429,31.44019286,999.9,0,0,9992.319643,0,1491.635,-43.87683571,1429.846429,1473.216071,0.960993286,1443.742857,20.00641071,2.137113214,2.039162143,18.49852857,17.75175357,1999.980357,0.980003393,0.019996511,0,1.918271429,0,6662.891786,17338.08571,48.7275,50.4955,48.812,48.7565,47.53321429,1959.990357,39.99,0,1687532987,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-43.87692439,0.261541463,0.330820052,0,0.949822805,0.215061554,0.022011065,0,0,2,0/2,3.11783,2.76224,0.212519,0.218262,0.106232,0.10332,22667.7,22421.5,29386,29014.9,36385.4,34303.9,45074.7,43155,1.69,1.6585,-0.0543892,0,32.3561,999.9,54.5,44.1,49.1901,65.5357,18.5497,1,1.35154,9.28105,19.985,5.22702,11.992,4.96905,3.28958,9999,9999,9999,999.9,4.97267,1.8782,1.8764,1.87914,1.87571,1.8791,1.87637,1.87759,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.66,0.1811,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.3,50.3,3.00049,2.58667,1.39893,2.27661,1.44897,2.55493,50.51,13.1689,18,507.086,399.849,23.9636,42.6854,30.0019,41.9234,41.9124,60.063,57.6985,0,19.0236,1489.97,20.1023,97.3066,99.2264,,
186,186,1687532993,4289,2023-06-23 11:09:52,11:09:52,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.001575391,1.575391224,27.88729018,1417.579613,661.8801536,67.53248947,144.6374842,0.063008817,3.770480465,0.062429651,0.039070124,613.6546797,32.77884765,31.45984444,4.631022436,49.55106639,2.141751392,4.322311402,2.489271043,-69.47475297,-245.6854106,-14.61157417,283.882942,65.90073992,1.546486563,27.88729018,1508.318996,1471.937515,3.43569602,65.23340909,1.575391224,20.03045645,21.01626909,0.000527023,101.6448244,0,0,1,0,53325,3488.084074,2861.275126,0.820299931,0.175928867,3.21,0.5,0: Broadleaf,2,TRUE,1687532985,1417.57963,1461.295185,20.99112222,20.01912222,1412.927778,20.81028889,500.0017778,101.9258889,0.105406519,30.2512037,31.45984444,999.9,0,0,9997.617778,0,1488.125185,-43.71539259,1447.975185,1491.146296,0.972005741,1461.295185,20.01912222,2.139539259,2.040465185,18.51663333,17.7618963,1999.958889,0.980003444,0.019996452,0,1.863037037,0,6662.008148,17337.9,48.87955556,50.5022963,48.77503704,48.77288889,47.55051852,1959.968889,39.99,0,1687532992,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-43.85909756,1.711808362,0.326502384,0,0.962541902,0.141220913,0.014356829,0,0,2,0/2,3.11787,2.76205,0.214015,0.219793,0.106284,0.103357,22622.9,22375.9,29384.3,29013.4,36382.1,34300.7,45073,43152.5,1.69042,1.65782,-0.0545755,0,32.379,999.9,54.5,44.1,49.1926,65.4257,18.6378,1,1.35352,9.28105,19.9846,5.22642,11.992,4.9691,3.2895,9999,9999,9999,999.9,4.97269,1.8782,1.87637,1.87915,1.87567,1.87911,1.87637,1.87758,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.69,0.1814,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.4,50.4,3.0249,2.58545,1.39893,2.27661,1.44897,2.53662,50.51,13.1689,18,507.473,399.531,23.9812,42.7074,30.002,41.9448,41.9313,60.5722,57.6985,0,19.0358,1503.34,20.1224,97.3021,99.2209,,
187,187,1687532998,4294,2023-06-23 11:09:57,11:09:57,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.001576344,1.576344211,27.93017893,1433.366769,675.1576009,68.88737666,146.2486335,0.062941699,3.771120822,0.062363858,0.039028886,612.8354014,32.79367614,31.48156071,4.636740338,49.5350071,2.14342269,4.327086671,2.493317649,-69.51677969,-246.226399,-14.64422375,282.447999,66.11129927,1.556140347,27.93017893,1525.938616,1489.272909,3.484392859,65.23340909,1.576344211,20.03975102,21.0282903,0.000267695,101.6448244,0,0,1,0,53372,3483.427143,2857.455051,0.820299933,0.17592887,3.21,0.5,0: Broadleaf,2,TRUE,1687532990,1433.366786,1477.2425,21.00745,20.02938929,1428.690714,20.82631429,499.9969643,101.9260714,0.105478786,30.27046429,31.48156071,999.9,0,0,10000.08893,0,1483.478571,-43.87376429,1464.126429,1507.435,0.978071893,1477.2425,20.02938929,2.141207857,2.041515357,18.52908214,17.77005714,1999.948571,0.980003393,0.019996504,0,1.798503571,0,6661.708214,17337.81429,48.99310714,50.50664286,48.74064286,48.79210714,47.571,1959.958571,39.99,0,1687532997,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-43.7936425,-1.291057036,0.268934978,0,0.97372505,0.082407782,0.008171547,1,1,2,1/2,3.11748,2.7625,0.215522,0.221239,0.10632,0.103395,22577.4,22333.2,29382.1,29012.3,36378.2,34298.4,45069.8,43151.2,1.6897,1.65795,-0.0543334,0,32.4029,999.9,54.5,44.1,49.1929,65.4357,19.0585,1,1.35548,9.28105,19.9845,5.22657,11.992,4.96885,3.2895,9999,9999,9999,999.9,4.97269,1.8782,1.87637,1.87914,1.87563,1.87906,1.87636,1.87757,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.71,0.1815,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.5,50.5,3.05542,2.59033,1.39893,2.27661,1.44897,2.45117,50.5425,13.1601,18,507.119,399.712,24.001,42.7257,30.0019,41.962,41.9508,61.1628,57.6985,0,19.045,1523.38,20.1409,97.2951,99.2176,,
188,188,1687533003,4299,2023-06-23 11:10:02,11:10:02,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.00156133,1.561330132,28.00991246,1451.125909,681.7127239,69.55633255,148.0608954,0.062192912,3.772314661,0.061628848,0.038568282,611.6853338,32.81369374,31.50864444,4.64388011,49.50508896,2.144962544,4.33281222,2.498917566,-68.8546588,-247.120826,-14.69640622,281.0134428,65.87484479,1.54990149,28.00991246,1542.556051,1506.293758,3.398416052,65.23340909,1.561330132,20.05733554,21.03732182,0.000154239,101.6448244,0,0,1,0,53293,3476.89,2852.092635,0.820299933,0.175928871,3.21,0.5,0: Broadleaf,2,TRUE,1687532995,1451.125926,1494.86,21.0225037,20.04841852,1446.420741,20.8411,500.0171481,101.9263333,0.105402481,30.29353333,31.50864444,999.9,0,0,10004.70444,0,1476.927407,-43.73295926,1482.288519,1525.442963,0.974088852,1494.86,20.04841852,2.142748519,2.043462593,18.54057037,17.78518148,1999.962593,0.980003556,0.019996344,0,1.763077778,0,6661.124074,17337.92963,49.11781481,50.52296296,48.69866667,48.78218519,47.57133333,1959.972222,39.99037037,0,1687533002,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-43.792975,1.047316323,0.247861817,0,0.97588875,-0.00673155,0.010073273,1,1,2,1/2,3.11783,2.76235,0.216988,0.222703,0.106351,0.1038,22533.5,22289.5,29380.4,29010.7,36375.1,34281.4,45067.3,43148.9,1.68963,1.65768,-0.0545755,0,32.4286,999.9,54.4,44.2,49.3518,65.5357,18.8782,1,1.35745,9.28105,19.9842,5.22478,11.992,4.96855,3.28927,9999,9999,9999,999.9,4.9727,1.8782,1.87637,1.87913,1.87564,1.87907,1.87637,1.87756,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.75,0.1817,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.6,50.6,3.08105,2.6001,1.39893,2.27661,1.44897,2.38892,50.5751,13.1426,18,507.194,399.632,24.0177,42.7472,30.0019,41.9835,41.9679,61.6777,57.3869,0,19.0521,1536.73,20.2695,97.2896,99.2122,,
189,189,1687533008,4304,2023-06-23 11:10:07,11:10:07,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.001477001,1.477000622,27.84199956,1466.958912,659.386514,67.2788556,149.6774876,0.058704205,3.771852381,0.058201311,0.036420643,610.5790164,32.84447498,31.53141429,4.649890066,49.49548531,2.146807199,4.337379835,2.503082867,-65.13572742,-247.9822885,-14.752442,282.7085585,66.04495236,1.461830328,27.84199956,1560.374528,1523.636848,3.509238924,65.23340909,1.477000622,20.26959455,21.09704606,0.012269825,101.6448244,0,0,1,0,53275,3470.601429,2846.934133,0.820299937,0.175928878,3.21,0.5,0: Broadleaf,2,TRUE,1687533000,1466.958929,1510.736071,21.040425,20.12168571,1462.228214,20.85868929,500.0051429,101.9270357,0.105465964,30.31191786,31.53141429,999.9,0,0,10002.83821,0,1470.609643,-43.77633214,1498.488571,1541.760714,0.918741286,1510.736071,20.12168571,2.144589643,2.050946071,18.55428571,17.84305357,1999.991786,0.980003607,0.019996296,0,1.821192857,0,6659.446071,17338.18214,49.12471429,50.53985714,48.69160714,48.78107143,47.59114286,1960.000357,39.99142857,0,1687533007,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-43.7515175,-0.050380863,0.23472164,1,0.9388289,-0.567359054,0.069959785,0,1,2,1/2,3.11786,2.76258,0.218475,0.224172,0.106574,0.104298,22489.2,22245.9,29379,29009.4,36364.5,34261.2,45065.1,43146.8,1.68963,1.65765,-0.0541657,0,32.4523,999.9,54.4,44.2,49.3613,65.6357,18.5777,1,1.35932,9.28105,19.9843,5.22583,11.992,4.969,3.28948,9999,9999,9999,999.9,4.97268,1.8782,1.87637,1.87913,1.87564,1.87908,1.87636,1.87757,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.77,0.1829,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.6,50.7,3.10303,2.59277,1.39893,2.27661,1.44897,2.52563,50.6076,13.1426,18,507.295,399.73,24.0334,42.7694,30.0019,42.0012,41.9893,62.2504,57.3869,0,19.0969,1556.77,20.2591,97.2848,99.2075,,
190,190,1687533013,4309,2023-06-23 11:10:12,11:10:12,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.001531053,1.531052513,28.4817211,1484.704427,684.9178389,69.88445501,151.4893522,0.060763038,3.77282119,0.060224563,0.037688334,609.5349224,32.84827715,31.56273704,4.658168575,49.52942962,2.150786858,4.342442209,2.507381717,-67.51941581,-250.2765801,-14.88890391,276.8500225,65.92133346,1.376044903,28.4817211,1577.248075,1540.700909,3.393686369,65.23340909,1.531052513,20.30940351,21.16216,0.01331406,101.6448244,0,0,1,0,53349,3464.667037,2842.066119,0.820299927,0.17592886,3.21,0.5,0: Broadleaf,2,TRUE,1687533005,1484.704444,1528.335556,21.07925556,20.2144963,1479.944444,20.89681111,500.022963,101.9278148,0.105525593,30.33227407,31.56273704,999.9,0,0,10006.52852,0,1464.720741,-43.63078148,1516.675556,1559.869259,0.864758407,1528.335556,20.2144963,2.14856,2.060419259,18.58380741,17.91625556,1999.946296,0.980004222,0.019995685,0,1.8467,0,6556.268889,17337.78519,49.08540741,50.56674074,48.69651852,48.77525926,47.60851852,1959.957037,39.98925926,0,1687533012,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-43.7297878,1.170551916,0.232485558,0,0.898077244,-0.704000049,0.079920938,0,0,2,0/2,3.11782,2.76209,0.219922,0.225607,0.106795,0.104355,22445.7,22203,29377.2,29007.8,36353.7,34257.3,45062.5,43144.5,1.68975,1.65733,-0.0524521,0,32.4725,999.9,54.4,44.2,49.3607,65.2857,18.5296,1,1.36131,9.28105,19.9844,5.22568,11.992,4.9688,3.28948,9999,9999,9999,999.9,4.97269,1.8782,1.87637,1.87913,1.87563,1.87909,1.87637,1.87759,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.8,0.1841,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.7,50.8,3.13477,2.58911,1.39893,2.27661,1.44897,2.56958,50.6076,13.1601,18,507.493,399.624,24.0502,42.7915,30.0019,42.0222,42.0071,62.7384,57.3869,0,19.1469,1570.13,20.2394,97.279,99.2021,,
191,191,1687533018,4314,2023-06-23 11:10:17,11:10:17,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.00151799,1.517990226,27.82704786,1500.488555,709.8020042,72.42399955,153.1009799,0.060157162,3.770966052,0.059629065,0.037315226,608.5890986,32.86711316,31.59390357,4.666418531,49.58856551,2.155751049,4.347274471,2.510667482,-66.94336896,-252.5432901,-15.03489437,274.0675452,65.95430496,1.330043675,27.82704786,1594.394623,1557.96,3.453782838,65.23340909,1.517990226,20.32371902,21.2057103,0.008747752,101.6448244,0,0,1,0,53284,3459.290714,2837.655936,0.820299931,0.175928868,3.21,0.5,0: Broadleaf,2,TRUE,1687533010,1500.488571,1544.109643,21.12775357,20.29196071,1495.702857,20.94441429,500.0325714,101.9284286,0.105658571,30.35168571,31.59390357,999.9,0,0,9999.256071,0,1459.280357,-43.61980714,1532.876071,1576.092143,0.835793786,1544.109643,20.29196071,2.1535175,2.068327857,18.62060357,17.97730357,2000.010357,0.980004,0.019995882,0,1.916864286,0,6554.365714,17338.33571,49.11807143,50.58675,48.72967857,48.80557143,47.63821429,1960.019286,39.99107143,0,1687533017,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-43.6240325,0.120530206,0.192555692,0,0.869093525,-0.388707298,0.064875364,0,0,2,0/2,3.11752,2.76277,0.221378,0.226962,0.10694,0.104401,22401.9,22163.1,29375.3,29006.9,36345.8,34254.9,45059.6,43143.4,1.6893,1.65727,-0.0526197,0,32.4932,999.9,54.4,44.2,49.3587,65.3257,18.77,1,1.3632,9.28105,19.9843,5.22598,11.992,4.96885,3.28945,9999,9999,9999,999.9,4.97267,1.8782,1.87637,1.87913,1.87567,1.8791,1.87636,1.87759,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.83,0.1848,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.8,50.8,3.16162,2.58301,1.39893,2.27661,1.44897,2.54761,50.6402,13.1514,18,507.31,399.695,24.0679,42.8098,30.0019,42.0394,42.0264,63.299,57.3869,0,19.1799,1590.17,20.2183,97.2728,99.1994,,
192,192,1687533023,4319,2023-06-23 11:10:22,11:10:22,5,albert,arch_01_qumi_01_pano_01,arch_8_pase_1_229,0.001502923,1.502922889,27.96461906,1518.092576,714.7908253,72.93344944,154.8980824,0.059484112,3.771550302,0.058967789,0.036900884,607.5742578,32.88572252,31.62588148,4.674896484,49.66068294,2.161439442,4.352415862,2.513457042,-66.27889941,-254.8892386,-15.17614765,271.2299721,65.41305047,1.369700386,27.96461906,1610.366409,1574.526242,3.324243024,65.23340909,1.502922889,20.33436652,21.23383576,0.005458896,101.6448244,0,0,1,0,53300,3453.522593,2832.924314,0.820299922,0.17592885,3.21,0.5,0: Broadleaf,2,TRUE,1687533015,1518.092593,1561.418148,21.18338148,20.32275185,1513.277407,20.99902222,500.0525556,101.929,0.105674852,30.37231852,31.62588148,999.9,0,0,10001.47111,0,1453.522222,-43.32322963,1550.948148,1593.808148,0.860633481,1561.418148,20.32275185,2.159200741,2.071477037,18.66273704,18.00153704,2000.00037,0.980004296,0.019995585,0,1.867992593,0,6534.938889,17338.25926,49.111,50.60866667,48.73588889,48.83762963,47.66655556,1960.01037,39.98962963,0,1687533022,0,1687529969,10:19:28,1687529969,1687529967,3,0.001,0.011,2.899,0.095,420,16,0.15,0.06,-43.44764878,3.046386063,0.396466436,0,0.849003049,0.25106908,0.034821046,0,0,2,0/2,3.11749,2.76239,0.222773,0.228361,0.107032,0.104439,22360.3,22121.7,29373.9,29005.8,36340.8,34252.2,45057.8,43141.6,1.6888,1.65712,-0.0531785,0,32.5134,999.9,54.4,44.2,49.3552,65.4557,19.0104,1,1.36505,9.28105,19.9841,5.22642,11.992,4.9693,3.28968,9999,9999,9999,999.9,4.97268,1.8782,1.87637,1.87912,1.87563,1.87909,1.87636,1.87757,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.86,0.1853,1.701858817,0.003459618,-1.60E-06,4.46E-10,-0.057980403,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,50.9,50.9,3.18481,2.60376,1.39893,2.27661,1.44897,2.37793,50.6402,13.1339,18,507.117,399.7,24.0853,42.8314,30.0018,42.0605,42.0449,63.8087,57.661,0,19.201,1603.54,20.217,97.2687,99.1953,,
193,193,1687538704,10000.5,2023-06-23 12:45:04,12:45:04,5,albert,arch_01_scrh_01,arch_1_scrh_1_190,0.001931189,1.931189402,6.54085891,414.1762209,246.4393311,25.12864459,42.23224843,0.069118587,3.502484935,0.068369673,0.042797656,559.4860006,35.52280489,33.90098387,5.313570648,49.89722089,2.544364237,5.099210321,2.76920641,-85.16545262,-138.9229192,-9.131490942,326.2661379,6.652318491,1.925082764,6.54085891,430.1151019,424.8445939,0.001165318,65.22470547,1.931189402,23.48445494,24.9635903,9.90E-05,101.7117069,0,0,1,0,52739,3180.183226,2608.704065,0.820299926,0.175928857,3.93,0.5,0: Broadleaf,2,TRUE,1687538696,414.1762258,420.0313226,24.95285484,23.47757742,411.5650968,24.76109677,500.0274839,101.8530645,0.113794742,33.16526452,33.90098387,999.9,0,0,10000.80806,0,1180.19,-5.855110323,424.7756452,430.1297419,1.47528,420.0313226,23.47757742,2.541522258,2.391260645,21.29488065,20.30470645,1999.993226,0.980005226,0.019994674,0,1.994635484,0,7740.266129,17338.20645,52.062,53.625,52.31403226,51.53,50.69716129,1960.003226,39.99,0,1687538704,0,1687534705,11:38:24,1687534682,1687534705,4,-0.274,-0.063,2.626,0.049,421,17,0.13,0.01,-5.847724146,0.132687629,0.076871596,0,1.47213439,0.065312939,0.006839778,1,1,2,1/2,3.11673,2.76965,0.0915735,0.0934913,0.119719,0.115219,26133.9,25981.8,29355.2,28981.1,35806.8,33810,45033.5,43104.6,1.67652,1.6255,-0.0714436,0,35.0728,999.9,49.1,48.8,56.3754,65.3483,17.6522,1,1.39334,9.28105,19.9828,5.23167,11.992,4.97,3.29035,9999,9999,9999,999.9,4.97273,1.87848,1.87668,1.87943,1.87591,1.87927,1.87653,1.87778,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.611,0.1919,1.427427921,0.003459618,-1.60E-06,4.46E-10,-0.121383229,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,67,66.7,1.07788,2.64282,1.39893,2.27173,1.44897,2.41577,53.3821,14.8062,18,502.547,383.15,25.3814,43.3763,30.0008,42.6078,42.5879,21.6065,56.3402,0,21.8017,413.354,23.3896,97.2124,99.1106,,
