,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
228,228,1686160434,8232,2023-06-07 13:53:54,13:53:54,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160427,0.011276439,11.27643929,38.7120934,487.4780638,360.8065867,32.77908235,44.28711722,0.60561258,2.793557957,0.541025075,0.343367817,376.100913,28.04878733,28.00896667,3.796823793,49.40038106,1.96330151,3.974263897,1.833522283,-497.2909727,118.3508903,9.271791699,6.432622206,56.53240107,11.28442598,38.7120934,581.2469229,520.7536909,3.240519263,65.1494733,11.27643929,8.860222596,21.63272424,0.000495579,102.7714009,13,3,1,0,47521,2137.801185,1753.638151,0.820299924,0.175928854,5.79,0.5,0: Broadleaf,2,TRUE,1686160427,487.4781111,559.3157778,21.61049259,8.824969259,484.1732222,21.36514444,499.9784815,90.7441963,0.105260333,28.7947963,28.00896667,999.9,0,0,9978.749259,0,137.7974815,-71.83768519,498.2457778,564.2964444,12.78552222,559.3157778,8.824969259,1.961027037,0.800814852,17.13311481,3.721568148,2000.003704,0.980004333,0.019995956,0,2.108414815,0,13949.73704,17338.27037,43.00677778,44.06666667,43.03903704,42.14566667,42.14337037,1960.013704,39.99,0,1686160500,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-70.9547122,-14.91863624,1.474510005,0,12.80716098,-0.37609338,0.041081548,0,0,2,0/2,3.13508,2.73429,0.098039,0.108935,0.0987306,0.0519952,26635.6,26121.5,30084.4,29592.1,37464.3,36948.6,46063.8,44001,1.768,1.66192,-0.0719354,0,29.2006,999.9,38.4,44,38.729,64.5383,20.633,1,0.503244,9.28103,19.9579,5.23077,11.98,4.9708,3.2895,9999,9999,9999,999.9,4.9726,1.8776,1.87576,1.87851,1.87515,1.87865,1.87585,1.87703,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.363,0.2458,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43197.3,43197.4,1.46362,2.62207,1.39893,2.33032,1.44897,2.40479,46.2108,13.3177,18,471.397,376.735,25.0076,33.3018,30.0166,32.7054,32.7219,29.3739,69.7064,0,23.9374,607.09,9.07648,99.5118,101.183,,
229,229,1686160439,8237,2023-06-07 13:53:59,13:53:59,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160431,0.011133157,11.13315716,39.42479099,502.304095,371.5015388,33.75057239,45.63386405,0.596332181,2.794388885,0.533616068,0.338593526,376.1708541,28.1008369,28.02166429,3.799635027,49.39025265,1.964323845,3.97714881,1.835311181,-490.9722308,118.3595697,9.270877913,12.82907093,57.24659551,11.23126976,39.42479099,598.1315065,536.9018788,3.218964724,65.1494733,11.13315716,8.992017457,21.61379758,-0.000961614,102.7714009,13,3,1,0,47748,2138.198714,1753.964246,0.820299925,0.175928856,5.79,0.5,0: Broadleaf,2,TRUE,1686160431,502.3041429,575.1348571,21.62183571,8.896136786,498.9627857,21.37626071,499.9568571,90.74364286,0.105435429,28.80731786,28.02166429,999.9,0,0,9983.615357,0,138.2019286,-72.83074286,513.4049643,580.2982857,12.72568929,575.1348571,8.896136786,1.962043929,0.807267929,17.14130714,3.8354125,1999.996786,0.980004,0.0199963,0,2.084803571,0,14003.92143,17338.20357,42.973,44.05535714,43.01992857,42.12496429,42.125,1960.006786,39.99,0,1686160504,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-72.28518,-12.87204203,1.242277412,0,12.7507025,-0.646722326,0.069669349,0,0,2,0/2,3.13515,2.73404,0.100236,0.11114,0.0986728,0.0524901,26568.3,26055.1,30081.6,29590.1,37463.6,36927,46059.8,43998,1.76803,1.66225,-0.0714287,0,29.1938,999.9,38.4,44,38.7297,64.6983,20.3966,1,0.51828,7.4092,20.0562,5.22987,11.9787,4.97015,3.2895,9999,9999,9999,999.9,4.97272,1.8777,1.87579,1.87855,1.87516,1.87866,1.87591,1.87712,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.401,0.2454,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43197.4,43197.5,1.4978,2.60986,1.39893,2.3291,1.44897,2.54028,46.2108,13.4666,18,471.38,376.893,23.9035,33.2901,30.0129,32.7003,32.7176,29.9907,69.4203,0,23.9065,627.128,9.16272,99.5029,101.176,,
230,230,1686160444,8242,2023-06-07 13:54:04,13:54:04,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160437,0.011078465,11.07846524,40.06586996,518.9986552,385.2236581,34.9969353,47.15017361,0.593103541,2.795949492,0.53105773,0.336943141,376.2603672,28.10314877,28.01937407,3.799127843,49.4216097,1.964041483,3.974054052,1.83508636,-488.5603172,116.7461097,9.138678996,13.58483877,58.04865144,11.16882256,40.06586996,615.3915485,553.194897,3.264946693,65.1494733,11.07846524,9.034062227,21.58997939,-0.000461699,102.7714009,13,3,1,0,47819,2138.707593,1754.381672,0.820299922,0.17592885,5.79,0.5,0: Broadleaf,2,TRUE,1686160437,518.9987037,592.935037,21.6189,8.964407778,515.6167407,21.37338889,499.9761481,90.74265556,0.105698556,28.79388519,28.01937407,999.9,0,0,9992.752593,0,138.6894444,-73.93634815,530.4666296,598.2996667,12.6544963,592.935037,8.964407778,1.961756296,0.813454148,17.1389963,3.943831111,2000.018148,0.980004,0.0199963,0,2.051240741,0,14063.2,17338.3963,42.951,44.03444444,43.00459259,42.10633333,42.12033333,1960.028148,39.99,0,1686160509,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-73.1655425,-12.45934221,1.201117949,0,12.6999525,-0.825042777,0.085670254,0,0,2,0/2,3.13531,2.73381,0.102424,0.113303,0.0985988,0.0527776,26502.6,25990.8,30080.4,29589.1,37465.3,36914.6,46058,43996.5,1.76847,1.66232,-0.0744872,0,29.1822,999.9,38.4,44,38.7286,64.6783,20.4087,1,0.505767,5.02609,20.1535,5.22807,11.9754,4.97,3.28948,9999,9999,9999,999.9,4.97277,1.87775,1.87588,1.87866,1.87521,1.87867,1.87592,1.87714,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.439,0.2449,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43197.4,43197.5,1.52954,2.61475,1.39893,2.33032,1.44897,2.5061,46.2108,13.5104,18,471.596,376.91,23.5897,33.2773,29.9969,32.6943,32.7131,30.6832,69.149,0,23.7762,640.486,9.26612,99.4989,101.173,,
231,231,1686160449,8247,2023-06-07 13:54:09,13:54:09,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160441,0.010996234,10.99623407,40.91183301,533.9473078,396.5714885,36.02755871,48.50781898,0.589384221,2.798837988,0.528127437,0.335051208,376.342237,28.08929717,27.99691786,3.794157882,49.49053364,1.9625351,3.965475729,1.831622783,-484.9339225,114.6297019,8.961084708,14.99910099,58.6874539,11.08311407,40.91183301,632.2398796,569.2867212,3.214903216,65.1494733,10.99623407,9.123430024,21.58441879,-0.000268358,102.7714009,13,3,1,0,47930,2139.173,1754.763441,0.82029992,0.175928846,5.79,0.5,0: Broadleaf,2,TRUE,1686160441,533.9473571,608.7614643,21.60250357,9.045303929,530.5295714,21.35730357,499.9918214,90.74198214,0.105594536,28.75660357,27.99691786,999.9,0,0,10009.55,0,139.1405,-74.81416786,545.7363571,614.3192143,12.55719643,608.7614643,9.045303929,1.960253214,0.820788714,17.12688214,4.071648929,2000.0325,0.980004,0.0199963,0,2.012682143,0,14113.08929,17338.52857,42.937,44.0155,43,42.08675,42.10025,1960.0425,39.99,0,1686160515,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-74.20363171,-11.58141324,1.145866614,0,12.62127805,-1.15641324,0.115644598,0,0,2,0/2,3.13526,2.73371,0.104551,0.115409,0.0985881,0.05316,26442.4,25930.8,30083.4,29591,37469.4,36902.7,46062.3,43999.8,1.76833,1.66265,-0.0749975,0,29.165,999.9,38.3,44,38.6287,63.9383,20.5569,1,0.493826,4.18767,20.1798,5.22837,11.974,4.96965,3.2895,9999,9999,9999,999.9,4.97278,1.87775,1.87592,1.87866,1.87529,1.87877,1.87596,1.87715,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.476,0.2448,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43197.5,43197.6,1.5625,2.59888,1.39893,2.33032,1.44897,2.52563,46.2108,13.5279,18,471.483,377.068,23.5436,33.2656,29.992,32.6894,32.7089,31.3018,68.8615,0,23.8089,660.521,9.35359,99.5085,101.18,,
232,232,1686160454,8252,2023-06-07 13:54:14,13:54:14,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160447,0.010918914,10.91891432,41.54997698,550.6694312,410.5324684,37.29545115,50.02640827,0.587172882,2.802153511,0.52641358,0.333942,376.4282652,28.05697012,27.95998889,3.785997178,49.61478745,1.96125584,3.952966325,1.824741338,-481.5241216,112.1121815,8.749926417,15.76625151,59.42855325,10.99730143,41.54997698,649.0970414,585.3795697,3.22011983,65.1494733,10.91891432,9.213516898,21.58439273,-0.000266436,102.7714009,13,3,1,0,47715,2139.662,1755.164567,0.82029992,0.175928845,5.79,0.5,0: Broadleaf,2,TRUE,1686160447,550.6694815,626.4864074,21.58867037,9.131032222,547.2121852,21.34374074,500.0926296,90.7415,0.105032296,28.70211111,27.95998889,999.9,0,0,10028.81852,0,139.6279259,-75.81704444,562.8198519,632.2608519,12.45763704,626.4864074,9.131032222,1.958986667,0.828563407,17.11669259,4.205824074,2000.034074,0.980003778,0.019996533,0,2.017914815,0,14164.73704,17338.54815,42.9347037,44,42.98366667,42.06207407,42.07833333,1960.044074,39.99,0,1686160519,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-75.13923659,-11.06113798,1.095100909,0,12.52441463,-1.166853659,0.1159532,0,0,2,0/2,3.13533,2.7326,0.106655,0.117527,0.0985961,0.0538053,26383.7,25871.6,30087.1,29594.2,37473.7,36881.2,46067.9,44004.1,1.7688,1.66335,-0.0759065,0,29.1445,999.9,38.3,44,38.6302,64.1883,20.2163,1,0.484339,3.31731,20.2008,5.22613,11.974,4.969,3.2891,9999,9999,9999,999.9,4.9728,1.87775,1.87591,1.87866,1.87527,1.87871,1.87594,1.87714,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.512,0.2448,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43197.6,43197.7,1.59424,2.60376,1.39893,2.33032,1.44897,2.55981,46.2108,13.5366,18,471.716,377.432,23.6208,33.2527,29.9916,32.6841,32.7038,31.993,68.8615,0,23.8636,673.88,9.27412,99.5207,101.19,,
233,233,1686160459,8257,2023-06-07 13:54:19,13:54:19,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160451,0.01083556,10.83556041,41.9000805,565.6011278,423.5466466,38.47746014,51.3825219,0.584785174,2.80004355,0.52445149,0.332682682,376.4970597,28.03972215,27.92761429,3.778855516,49.72821678,1.961209017,3.943855508,1.8176465,-477.8482139,110.9094914,8.65947238,18.21780966,59.98640831,10.90324949,41.9000805,666.0446456,601.7273636,3.258124782,65.1494733,10.83556041,9.380504794,21.61218303,0.005828076,102.7714009,13,3,1,0,47680,2140.0525,1755.484943,0.820299943,0.175928889,5.79,0.5,0: Broadleaf,2,TRUE,1686160451,565.6011786,642.1979286,21.58831429,9.236338929,562.1091429,21.34338929,500.05725,90.74110357,0.10475825,28.66232857,27.92761429,999.9,0,0,10016.63143,0,140.0307143,-76.59694286,578.081,648.1865,12.351975,642.1979286,9.236338929,1.958946071,0.838115429,17.11635714,4.368925714,2000.021786,0.980003357,0.019996964,0,2.017078571,0,14205.22143,17338.43214,42.92371429,43.98425,42.964,42.03764286,42.06425,1960.031786,39.99285714,0,1686160525,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-76.1888075,-10.10863227,0.974497505,0,12.404145,-1.301464165,0.126164795,0,0,2,0/2,3.13506,2.73319,0.108756,0.1196,0.0986878,0.0541326,26324.8,25812.6,30090.7,29596.2,37474.1,36871.3,46072.9,44007.3,1.76855,1.66372,-0.0753179,0,29.1218,999.9,38.3,44,38.6311,64.4683,20.5248,1,0.478407,2.96131,20.2092,5.22807,11.9742,4.96975,3.28965,9999,9999,9999,999.9,4.97284,1.87775,1.87592,1.87866,1.87531,1.87875,1.87598,1.87714,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.549,0.2455,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43197.7,43197.8,1.62842,2.6062,1.39893,2.33032,1.44897,2.45972,46.2108,13.5366,18,471.543,377.615,23.7544,33.2409,29.9935,32.6784,32.6988,32.6086,69.1358,0,23.9343,693.917,9.28106,99.5319,101.197,,
234,234,1686160464,8262,2023-06-07 13:54:24,13:54:24,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160457,0.010819042,10.81904186,42.18636784,582.3926157,439.2742005,39.90603188,52.90767876,0.5861761,2.798039166,0.525532333,0.333381947,376.566116,28.01278328,27.9027963,3.773388764,49.84435187,1.962209749,3.936674217,1.811179015,-477.1197459,109.8351404,8.579331042,17.86084159,60.60238044,10.84273259,42.18636784,683.0163376,618.1856606,3.294042983,65.1494733,10.81904186,9.34742908,21.60436242,3.03E-05,102.7714009,13,3,1,0,47906,2140.444296,1755.8064,0.820299974,0.175928949,5.79,0.5,0: Broadleaf,2,TRUE,1686160457,582.3926667,659.8787407,21.59944444,9.315384444,578.8621111,21.3543037,500.0254074,90.74063704,0.104743444,28.63091481,27.9027963,999.9,0,0,10005.07185,0,140.4605926,-77.48627037,595.2498519,666.0844444,12.28406667,659.8787407,9.315384444,1.959946296,0.845283889,17.12441481,4.491034444,1999.983704,0.980002667,0.01999767,0,2.07607037,0,14244.88889,17338.1,42.90255556,43.96733333,42.94166667,42.01607407,42.062,1959.993704,39.9962963,0,1686160530,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-76.8473425,-10.13951932,0.977315462,0,12.34077,-0.973445403,0.102336788,0,0,2,0/2,3.13521,2.73379,0.110848,0.121666,0.0986377,0.0537568,26265.6,25754.1,30093.8,29598.6,37480.2,36889,46077.6,44010.8,1.76877,1.66378,-0.0747442,0,29.0963,999.9,38.3,44,38.6316,63.9083,20.4127,1,0.475175,2.80669,20.2112,5.22822,11.974,4.96995,3.28965,9999,9999,9999,999.9,4.9728,1.87775,1.87592,1.87867,1.87531,1.87878,1.87597,1.87717,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.585,0.2452,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43197.8,43197.9,1.66016,2.59521,1.39893,2.33032,1.44897,2.51343,46.2108,13.5366,18,471.624,377.605,23.8792,33.2288,29.9957,32.671,32.6921,33.2939,69.1358,0,24.0153,707.305,9.34368,99.5421,101.206,,
235,235,1686160469,8267,2023-06-07 13:54:29,13:54:29,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160461,0.010727364,10.72736367,42.64797464,597.5219484,451.7019109,41.03510679,54.28220773,0.581724652,2.796935712,0.521927293,0.331063401,376.6323085,28.02155501,27.88741429,3.770003975,49.87909764,1.961725212,3.932960509,1.808278763,-473.076738,109.6587084,8.567578915,21.78185781,61.07982203,10.8164503,42.64797464,700.0774358,634.7121576,3.291573916,65.1494733,10.72736367,9.300274437,21.54538242,-0.012134712,102.7714009,13,3,1,0,47841,2140.82,1756.114639,0.820299997,0.175928994,5.79,0.5,0: Broadleaf,2,TRUE,1686160461,597.522,675.7382857,21.59407143,9.338843571,593.9572143,21.34904286,499.9896429,90.74066429,0.104881857,28.61465,27.88741429,999.9,0,0,9998.68,0,140.8403571,-78.21641429,610.7095,682.1081071,12.25523571,675.7382857,9.338843571,1.959459286,0.847412821,17.12048214,4.527246429,1999.979643,0.980002393,0.019997946,0,2.036942857,0,14275.25,17338.05714,42.88385714,43.94825,42.937,42.00221429,42.04207143,1959.986429,39.99928571,0,1686160535,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-77.70306098,-9.534796516,0.942671944,0,12.28961951,-0.384420209,0.062683204,0,0,2,0/2,3.13523,2.73322,0.112918,0.123706,0.0984569,0.0537345,26205.6,25694.5,30095,29598.9,37489.3,36890.3,46079.4,44011.2,1.7689,1.66378,-0.0740364,0,29.0749,999.9,38.3,44,38.6318,63.8883,20.2845,1,0.472866,2.74288,20.2126,5.22792,11.974,4.9698,3.28968,9999,9999,9999,999.9,4.9728,1.87775,1.87592,1.87866,1.87525,1.87873,1.87595,1.87715,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.621,0.244,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43197.9,43198,1.69312,2.62451,1.39893,2.33032,1.44897,2.41577,46.2108,13.5279,18,471.656,377.572,23.9932,33.2166,29.9971,32.6647,32.6865,33.8936,69.1358,0,24.1033,727.341,9.42529,99.546,101.206,,
236,236,1686160474,8272,2023-06-07 13:54:34,13:54:34,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160467,0.010697637,10.6976368,42.97756837,614.5739849,466.8613168,42.41239154,55.83146759,0.579897956,2.796722657,0.520451023,0.330113659,376.7089656,28.02131551,27.8767037,3.767648692,49.84039713,1.959210548,3.930968975,1.808438144,-471.7657827,109.9493163,8.590106967,23.48260618,61.56891015,10.81131363,42.97756837,717.0932396,651.2526424,3.31151156,65.1494733,10.6976368,9.300468541,21.49548727,-0.009926709,102.7714009,13,3,1,0,47729,2141.255556,1756.471941,0.820300004,0.175929008,5.79,0.5,0: Broadleaf,2,TRUE,1686160467,614.574037,693.5626667,21.56632963,9.317189259,610.9710741,21.32184815,500.0147407,90.74086296,0.104940741,28.60592222,27.8767037,999.9,0,0,9997.424815,0,141.2862963,-78.98863333,628.1196296,700.0852222,12.24914815,693.5626667,9.317189259,1.956946667,0.845449778,17.10020741,4.494153704,1999.969259,0.980002111,0.019998233,0,2.017440741,0,14304.48148,17337.97407,42.875,43.94166667,42.93240741,41.98366667,42.02066667,1959.972593,40,0,1686160539,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-78.47112683,-8.722850174,0.861003563,0,12.24916098,-0.073507317,0.030186525,1,1,2,1/2,3.13501,2.73295,0.11497,0.125728,0.0982982,0.0538849,26146,25636.6,30096.1,29600.4,37497.4,36886.3,46081.1,44013.2,1.7687,1.66445,-0.0727698,0,29.0545,999.9,38.3,44,38.6306,63.9283,20.5449,1,0.47142,2.66129,20.2147,5.22732,11.974,4.96985,3.2895,9999,9999,9999,999.9,4.97284,1.87775,1.87592,1.87866,1.87531,1.87878,1.87598,1.87718,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.657,0.243,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43197.9,43198,1.72363,2.61597,1.39893,2.3291,1.44897,2.39136,46.2108,13.5191,18,471.504,377.91,24.0887,33.202,29.998,32.6579,32.6791,34.5663,68.852,0,24.1945,740.701,9.52821,99.5497,101.211,,
237,237,1686160479,8277,2023-06-07 13:54:39,13:54:39,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160471,0.010663402,10.66340177,43.34330192,629.8509472,479.9624203,43.60239857,57.21908817,0.577080287,2.796377363,0.518171824,0.328647534,376.7845686,28.02682587,27.86965714,3.766099836,49.75736775,1.955473138,3.930017254,1.810626699,-470.2560179,110.3690719,8.623484683,25.52110742,61.94231046,10.76342875,43.34330192,733.9710364,667.7824485,3.295485827,65.1494733,10.66340177,9.392392579,21.48430303,-0.001375864,102.7714009,12,2,1,0,47592,2141.685321,1756.824475,0.820300003,0.175929005,5.79,0.5,0: Broadleaf,2,TRUE,1686160471,629.851,709.4225,21.525275,9.330771786,626.2143929,21.2816,500.0514643,90.740725,0.10471775,28.60175,27.86965714,999.9,0,0,9995.441429,0,141.7046071,-79.57146071,643.7063929,716.1048214,12.19450357,709.4225,9.330771786,1.953218214,0.846680929,17.07010357,4.5148625,1999.980714,0.980002071,0.019998282,0,1.946960714,0,14325.80357,17338.06071,42.857,43.91707143,42.91928571,41.973,42.00221429,1959.981071,40,0,1686160545,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-79.2474925,-7.582431895,0.733593178,0,12.2123325,-0.642057411,0.071897651,0,0,2,0/2,3.1351,2.73289,0.116985,0.127686,0.0982789,0.0543015,26087.5,25579.4,30097.4,29600.7,37499.5,36871,46082.6,44014.1,1.76945,1.66462,-0.0713281,0,29.0333,999.9,38.3,44,38.6293,64.2083,20.4167,1,0.469743,2.60176,20.2144,5.22822,11.974,4.9697,3.2895,9999,9999,9999,999.9,4.97283,1.87776,1.87592,1.87867,1.8753,1.8788,1.87601,1.87718,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.691,0.2429,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43198,43198.1,1.75659,2.6062,1.39893,2.33032,1.44897,2.52075,46.2108,13.5454,18,471.879,377.975,24.1882,33.1902,29.9983,32.6506,32.6734,35.1637,68.5735,0,24.2899,760.753,9.58444,99.5532,101.213,,
238,238,1686160484,8282,2023-06-07 13:54:44,13:54:44,5,albert,lubb_27_npk_soel_02,lubb_27_soel_2_39,1686160477,0.010607919,10.60791918,43.60843939,646.9735025,494.8859053,44.95782461,58.77419612,0.573101275,2.793832027,0.514911424,0.326554015,376.8699131,28.0401402,27.86665926,3.765441061,49.69471892,1.952808483,3.929609676,1.812632577,-467.8092357,110.4509901,8.637541751,28.14920929,62.32887123,10.68476604,43.60843939,750.9959055,684.3751273,3.319918346,65.1494733,10.60791918,9.477180224,21.49262061,0.00054175,102.7714009,13,3,1,0,47680,2142.170444,1757.22242,0.820300002,0.175929004,5.79,0.5,0: Broadleaf,2,TRUE,1686160477,646.9735556,727.1521111,21.49608889,9.389591481,643.2997407,21.25299259,500.0202963,90.74011481,0.104712519,28.59996296,27.86665926,999.9,0,0,9980.782963,0,142.1848889,-80.17854815,661.1862222,734.0455185,12.1065037,727.1521111,9.389591481,1.950558148,0.852012519,17.0486,4.604353704,1999.985556,0.980002,0.019998359,0,1.931844444,0,14345.17037,17338.11481,42.84,43.89566667,42.89796296,41.951,41.99766667,1959.985556,40,0,1686160549,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-79.8578175,-6.764617261,0.65368203,0,12.150495,-1.031851407,0.100316345,0,0,2,0/2,3.13513,2.73304,0.118983,0.12964,0.0983074,0.054626,26029.5,25523.1,30098.5,29601.8,37499.6,36859.8,46084,44015.7,1.7691,1.6652,-0.070896,0,29.0121,999.9,38.3,44,38.6328,64.4283,20.2804,1,0.468143,2.50817,20.2155,5.22822,11.974,4.9699,3.28965,9999,9999,9999,999.9,4.97284,1.8778,1.87593,1.87866,1.87531,1.87881,1.87605,1.8772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.726,0.243,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43198.1,43198.2,1.78711,2.61108,1.39893,2.33032,1.44897,2.52075,46.2108,13.5279,18,471.646,378.265,24.2795,33.1763,29.9984,32.6443,32.6675,35.8372,68.293,0,24.3839,774.13,9.64939,99.5566,101.217,,
